ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
476011191,Photo,Broad-billed Hummingbird,Cynanthus latirostris,,Grigory Heaton,2022-07-06,2022,7,6,1922,United States,US-AZ-023,Arizona,Santa Cruz,Madera Canyon--Santa Rita Lodge,31.7251514,-110.8801067,Adult Male – 1,,Unspecified,"","",,,,,,,S114585493,"",,,,,Cynanthus latirostris,brbhum,Species,4837,,4.95,75,,3006,4508
412969171,Photo,Great Gray Owl,Strix nebulosa,,Jeff Dyck,,,,,,Canada,CA-BC-FF,British Columbia,Fraser-Fort George,,,,"",,Unspecified,"","",,,,,,,,"",,,,,Strix nebulosa,grgowl,Species,9035,,4.95,75,,1067,1600
87289131,Photo,Burrowing Owl (Florida),Athene cunicularia floridana,,Davey Walters,2018-02-21,2018,2,21,720,United States,US-FL-071,Florida,Lee,Pelican Blvd. Baseball Fields,26.5747491,-81.9834566,"",,Unspecified,"","",,,,,,,S43069679,"",,,,3 burrows.,Athene cunicularia,burowl3,Group,8930,,4.90,98,,2484,3726
195003601,Photo,Northern Hawk Owl,Surnia ulula,,Blair Dudeck,,,,,,Canada,CA-BC-GV,British Columbia,Metro Vancouver,,,,Adult – 1,"",Unspecified,"","",,,,,,,,"",,,,,Surnia ulula,nohowl,Species,8792,,4.88,124,Watermark,1501,2252
45254791,Photo,Ruddy Turnstone,Arenaria interpres,,Jay McGowan,2015-06-05,2015,6,5,919,United States,US-NY-109,New York,Tompkins,Myers Point,42.5371252,-76.5506476,Adult – 1,,Unspecified,"","",,,,,,,S23786037,"",,,,"Adults on spit. Actively foraging, eventually made their way to the beach near the lighthouse.",Arenaria interpres,rudtur,Species,6125,,4.85,152,,3648,5472
112800531,Photo,Sparkling Violetear,Colibri coruscans,,Dorian Anderson,2018-07-15,2018,7,15,1330,Colombia,CO-CUN,Cundinamarca,,Observatorio de Colibries,4.6643333,-73.9643611,"",,Unspecified,"","",,,,,,,S47215046,"",,,,,Colibri coruscans,spvear1,Species,4329,,4.94,72,,1235,1852
257463361,Photo,Budgerigar,Melopsittacus undulatus,,Gus Daly,2020-08-18,2020,8,18,815,Australia,AU-QLD-DIA,Queensland,Diamantina,Big Red,-25.8793033,139.0533113,"",,Unspecified,"","",,,,,,,S72547365,"",,,,,Melopsittacus undulatus,budger,Species,12316,,4.90,92,,2311,3461
432707971,Photo,Southern Lapwing,Vanellus chilensis,,Dorian Anderson,2021-12-23,2021,12,23,1900,Chile,CL-LL-ANC,Los Lagos,Ancud,Manao,-41.8817235,-73.5342005,"",,Unspecified,"","",,,,,,,S99349516,"",,,,,Vanellus chilensis,soulap1,Species,5862,,4.89,103,,2236,3352
289878961,Photo,"Anna's Hummingbird",Calypte anna,,Mason Maron,2020-12-20,2020,12,20,1006,United States,US-WA-033,Washington,King,Old Maron Residence,47.5448459,-122.1207831,"",,Unspecified,"","",,,,,,,S77786760,"",,,,,Calypte anna,annhum,Species,4787,,4.91,82,,2967,4904
357986411,Photo,Herring Gull,Larus argentatus,,Scott Mullens,2021-07-30,2021,7,30,622,United States,US-NC-019,North Carolina,Brunswick,Sunset Beach--East End,33.8729098,-78.4842682,"",,Unspecified,"","",,,,,,,S92540785,"",,,,,Larus argentatus,hergul,Species,6496,,4.92,85,,2258,3387
148035391,Photo,Blackpoll Warbler,Setophaga striata,,August Davidson-Onsgard,2018-07-24,2018,7,24,1300,Canada,CA-NL-SE,Newfoundland and Labrador,Bonavista/Trinity-Clarenville,NL--Skerwink Trail,48.3688966,-53.3299971,"",,Unspecified,"","",,,,,,,S47579918,"",,,,,Setophaga striata,bkpwar,Species,33601,,4.88,102,,2145,3217
291067721,Photo,Rufous-collared Sparrow,Zonotrichia capensis,,Marky Mutchler,2020-12-25,2020,12,25,1225,Costa Rica,CR-P,Puntarenas,,Curi-Cancha Refugio de Vida Silvestre,10.3078434,-84.8051376,"",,Unspecified,"","",,,,,,,S77970878,"",,,,,Zonotrichia capensis,rucspa1,Species,32629,,4.90,94,,3462,4991
228221891,Photo,Silver-eared Mesia (Silver-eared),Leiothrix argentauris [argentauris Group],,Natthaphat Chotjuckdikul,2013-02-14,2013,2,14,0,Thailand,TH-50,Chiang Mai,,Doi Pha Hom Pok NP--Doi Angkhang Royal Agricultural Station,19.9102134,99.0439421,Adult Male – 1,,Unspecified,"","",,,,,,,S36646181,"",,,,,Leiothrix argentauris,siemes2,Group,26120,,4.90,94,,1600,2400
207509021,Photo,Yellow-crowned Night Heron,Nyctanassa violacea,,Susan Nagi,2020-02-05,2020,2,5,1700,United States,US-FL-087,Florida,Monroe,"Flamingo, Everglades, Florida",25.1369416,-80.9381354,"",,Unspecified,"","",,,,,,,S64163959,"",,,,,Nyctanassa violacea,ycnher,Species,7364,,4.90,94,,1539,3000
474575211,Photo,Beautiful Fruit-Dove,Ptilinopus pulchellus,,David Kirsch,2022-07-30,2022,7,30,732,Papua New Guinea,PG-WPD,Western,,Kwatu Lodge (Wai Kelo River),-6.0750000,141.5230556,"",,Unspecified,"","",,,,,,,S116674447,"",,,,,Ptilinopus pulchellus,befdov1,Species,2682,,4.93,75,,2892,4338
286849051,Photo,Chestnut-capped Babbler,Timalia pileata,,Natthaphat Chotjuckdikul,2020-08-16,2020,8,16,1538,Thailand,TH-70,Ratchaburi,,"3324, Amphoe Ban Kha TH-Ratchaburi (13.4511,99.3940)",13.4511000,99.3940120,"","Foraging or Eating; Vocalizing",Unspecified,"","",,,,,,,S72458488,"",,,,,Timalia pileata,chcbab1,Species,25448,,4.93,75,Habitat,1360,2040
128709641,Photo,Crested Tit,Lophophanes cristatus,,Javier Robres,2010-01-29,2010,1,29,900,Spain,ES-RI,La Rioja,,Ortigosa--El Robledillo,42.1660642,-2.6956882,"",,Unspecified,"","",,,,,,,S50650994,"",,,,,Lophophanes cristatus,cretit2,Species,21607,,4.93,75,,2101,3152
158411721,Photo,Eastern Cattle Egret,Bubulcus coromandus,,Mat Gilfedder,2019-05-14,2019,5,14,858,Australia,AU-QLD-BRI,Queensland,Brisbane,Oxley Creek Common,-27.5358761,152.9928366,Adult,,Unspecified,"","",,,,,,,S56255405,"",,,,,Bubulcus coromandus,categr2,Species,7488,,4.92,87,,,
428808301,Photo,"Wilson's Warbler (chryseola)",Cardellina pusilla chryseola,,Connor Cochrane,2022-03-26,2022,3,26,843,United States,US-CA-041,California,Marin,Bottom of Buttburner,37.9734740,-122.5777600,"",,Unspecified,"","",,,,,,,S105614899,"",,,,,Cardellina pusilla,wilwar3,Group,33802,,4.92,78,,2215,3321
405110091,Photo,Lark Sparrow,Chondestes grammacus,,Andrew Newmark,2022-01-12,2022,1,12,1016,United States,US-CA-073,California,San Diego,Ramona Grasslands Preserve--Wildflower Loop,33.0370182,-116.9505658,"",,Unspecified,"","",,,,,,,S100620041,"",,,,,Chondestes grammacus,larspa,Species,32500,,4.92,78,,1820,2730
230155011,Photo,Eastern Screech-Owl,Megascops asio,,Etienne Artigau🦩,2020-05-02,2020,5,2,1542,Canada,CA-QC-MR,Quebec,Montréal,Domaine St-Paul,45.4546332,-73.5529532,"",,Unspecified,"","",,,,,,,S68269788,"",,,,,Megascops asio,easowl1,Species,8664,,4.92,78,,2470,3719
414422461,Photo,King Penguin,Aptenodytes patagonicus,,Bryce Robinson,2022-01-13,2022,1,13,1624,South Georgia and South Sandwich Islands,GS-,South Georgia and South Sandwich Islands,,"St Andrew's Bay",-54.4438430,-36.1664340,"",,Unspecified,"","",,,,,,,S101947616,"",,,,Estimate by extrapolating counts of 100. This could be an undercount. We droned the majority of the colony in an attempt to accurately count individuals using software later. If the number changes I will update it in this list.,Aptenodytes patagonicus,kinpen1,Species,6779,,4.94,71,,2747,4121
455907801,Photo,Long-tailed Meadowlark,Leistes loyca,,Dorian Anderson,2021-12-28,2021,12,28,0,Chile,CL-MA-TOR,Magallanes,Torres del Paine,PN Torres del Paine--Laguna de los Cisnes,-51.0305723,-72.8702116,"",,Unspecified,"","",,,,,,,S111978053,"",,,,,Leistes loyca,lotmea1,Species,33076,,4.91,90,,2711,4065
150489811,Photo,Greater Sage-Grouse,Centrocercus urophasianus,,Darren Clark,2019-04-11,2019,4,11,635,United States,US-ID-043,Idaho,Fremont,Red Road,44.1080494,-111.8045998,"",,Unspecified,"","",,,,,,,S54827335,"",,,,,Centrocercus urophasianus,saggro,Species,1260,,4.91,90,,2250,3000
196016851,Photo,Barred Owl,Strix varia,,Kyle Tansley,2019-12-29,2019,12,29,1124,United States,US-VT-007,Vermont,Chittenden,"Saint Michael's College Natural Area",44.4966632,-73.1523212,"",,Unspecified,"","",,,,,,,S62747352,"",,,,,Strix varia,brdowl,Species,9011,,4.86,138,,4531,7249
89723931,Photo,Brown-winged Kingfisher,Pelargopsis amauroptera,,Natthaphat Chotjuckdikul,2015-05-12,2015,5,12,0,Thailand,TH-82,Phangnga,,Ao Phang-nga NP--headquarters vicinity,8.4047790,98.5081570,Adult,"",Unspecified,"","",,,,,,,S36475004,"",,,https://unohopix.files.wordpress.com/2015/07/brown-winged-kingfisher.jpg,,Pelargopsis amauroptera,bnwkin1,Species,9760,,4.88,107,Watermark,1280,1920
63883591,Photo,House Sparrow,Passer domesticus,,Christoph Moning,2010-05-21,2010,5,21,0,Germany,DE-BY-FS,Bayern,Freising,Spechtweg,48.3979163,11.7678165,Adult Male,,Unspecified,"","",,,,,,,S38244442,"",,,,,Passer domesticus,houspa,Species,31018,,4.87,124,,2699,4040
259814611,Photo,Chestnut-crowned Babbler,Pomatostomus ruficeps,,David Irving,2020-08-14,2020,8,14,1200,Australia,AU-NSW-COB,New South Wales,Cobar,"Pulpilla Rd at -31.49583, 145.42194",-31.4958300,145.4219400,Adult – 1,"",Unspecified,"","",,,,,,,S72389966,"",,,In the rain,,Pomatostomus ruficeps,chcbab2,Species,18175,,4.93,74,Habitat,3648,5472
27322491,Photo,Lesser Scaup,Aythya affinis,,Brian Sullivan,2011-03-04,2011,3,4,730,United States,US-CA-073,California,San Diego,Lake Murray (historical data only),32.7870512,-117.0426448,Adult Male,,Unspecified,"","",,,,,,,S7796787,"",,,,,Aythya affinis,lessca,Species,661,,4.93,74,,2400,4000
295510081,Photo,White-winged Scoter,Melanitta deglandi,,Will Sweet,2021-01-07,2021,1,7,939,United States,US-MA-001,Massachusetts,Barnstable,"Sea Gull Beach, Yarmouth",41.6349798,-70.2240207,Adult Male – 1,,Unspecified,"","",,,,,,,S78823639,"",,,,,Melanitta deglandi,whwsco2,Species,690,,4.89,102,,3312,5076
391984351,Photo,Varied Thrush,Ixoreus naevius,,Sunny Zhang,2021-11-29,2021,11,29,1000,Canada,CA-BC-GV,British Columbia,Metro Vancouver,Pine & W 13th,49.2597193,-123.1434197,"",,Unspecified,"","",,,,,,,S98249537,"",,,,,Ixoreus naevius,varthr,Species,27788,,4.86,140,,3712,5213
346687761,Photo,Canada Warbler,Cardellina canadensis,,Matt Felperin,2021-06-09,2021,6,9,1145,United States,US-MD-023,Maryland,Garrett,New Germany State Park,39.6327170,-79.1230590,Adult Male – 1,,Unspecified,"","",,,,,,,S89920778,"",,,,One was very showy in a clearing,Cardellina canadensis,canwar,Species,33798,,4.88,114,,2438,3655
27326411,Photo,"Sabine's Gull",Xema sabini,,Ian Davies,2012-06-06,2012,6,6,1009,United States,US-AK-185,Alaska,North Slope Borough,Arctic NWR--Canning River Delta,70.1179003,-145.8491179,Adult,,Unspecified,"","",,,,,,,S11131005,"",,,near nesting site,,Xema sabini,sabgul,Species,6415,,4.94,77,,2860,4998
445341511,Photo,Palm Warbler,Setophaga palmarum,,Ryan Sanderson,2022-05-07,2022,5,7,737,United States,US-IN-097,Indiana,Marion,Eagle Creek Park,39.8751000,-86.3037000,Adult – 1,,Unspecified,"","",,,,,,,S109212605,"",,,,Most abundant warbler today.,Setophaga palmarum,palwar,Species,33611,,4.90,105,,3140,4710
390980491,Photo,Fox Sparrow,Passerella iliaca,,Mason Maron,2021-11-24,2021,11,24,827,United States,US-WA-033,Washington,King,Discovery Park--West Point,47.6618703,-122.4355298,Adult – 1,,Unspecified,"","",,,,,,,S98018801,"",,,,,Passerella iliaca,foxspa,Species,32571,,4.96,67,,2882,5127
158469861,Photo,Northern Mockingbird,Mimus polyglottos,,Dean Hester,2019-04-10,2019,4,10,848,United States,US-TX-061,Texas,Cameron,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),26.1400912,-97.1748233,Adult,,Unspecified,"","",,,,,,,S54874979,"",,,,,Mimus polyglottos,normoc,Species,27652,,4.91,87,,2680,4095
402191881,Photo,Golden-crowned Sparrow,Zonotrichia atricapilla,,Blair Dudeck,2022-01-01,2022,1,1,1415,Canada,CA-BC-NA,British Columbia,Nanaimo,Hallberg road,49.0524825,-123.8832058,"",,Unspecified,"","",,,,,,,S99898768,"",,,,,Zonotrichia atricapilla,gocspa,Species,32667,,4.92,86,,3045,4568
360605581,Photo,Collared Forest-Falcon,Micrastur semitorquatus,,Luciano Massa,2021-06-26,2021,6,26,730,Argentina,AR-N-GB,Misiones,General Manuel Belgrano,San Sebastián de la Selva,-25.8572992,-53.9759858,"",,Unspecified,"","",,,,,,,S91248158,"",,,,,Micrastur semitorquatus,coffal1,Species,11708,,4.92,86,,1229,1920
274357181,Photo,"Nelson's Sparrow",Ammospiza nelsoni,,Brad Imhoff,2020-10-25,2020,10,25,803,United States,US-OH-089,Ohio,Licking,Granville Schools Land Lab,40.0889220,-82.5452640,"",,Unspecified,"","",,,,,,,S75378127,"",,,,Yellowish sparrow with gray nape and gray stripe on the crown. Photos.,Ammospiza nelsoni,nstspa,Species,32703,,4.92,86,,1884,2826
207981321,Photo,Javan Banded-Pitta,Hydrornis guajanus,,Tim Avery,,,,,,Indonesia,ID-NU-BA,Nusa Tenggara,Bali,,,,"",,Unspecified,"","",,,,,,,,"",,,,,Hydrornis guajanus,banpit2,Species,13116,,4.92,86,,1008,1440
615653043,Photo,Greater Antillean Grackle,Quiscalus niger,,Matt Mason,2024-02-26,2024,2,26,1031,Puerto Rico,PR-SJ,San Juan,,Viejo San Juan,18.4673760,-66.1169114,"",,Unspecified,"","",,,,,,,S163044076,"",,,,,Quiscalus niger,gragra1,Species,33355,,4.94,70,,3474,5219
470196151,Photo,White-winged Fairywren,Malurus leucopterus,,Ricky Goodyear,2022-07-23,2022,7,23,757,Australia,AU-QLD-TOO,Queensland,Toowoomba,"4–206 Devon Park Boundary Road, Oakey AU-QLD -27.40581, 151.70340",-27.4058110,151.7033970,Adult Male – 1,,Unspecified,"","",,,,,,,S115569101,"",,,,,Malurus leucopterus,whwfai1,Species,17351,,4.94,70,,2842,2273
428574341,Photo,Black Turnstone,Arenaria melanocephala,,Braxton Landsman,2022-03-24,2022,3,24,1921,United States,US-CA-059,California,Orange,Treasure Island Park,33.5133738,-117.7574301,"",,Unspecified,"","",,,,,,,S105518877,"",,,,"Three on rocks below Montage, six on rocks by Goff Island.",Arenaria melanocephala,blktur,Species,6128,,4.94,70,,2922,4383
403444451,Photo,Northern Emerald-Toucanet,Aulacorhynchus prasinus,,Carlos Sanchez,2021-03-23,2021,3,23,1246,Costa Rica,CR-A,Alajuela,,Galeria de Colibrí y Soda Cinchona - Mirador San Fernando,10.2221488,-84.1672550,"",,Unspecified,"","",,,,,,,S83978733,"",,,,,Aulacorhynchus prasinus,noremt1,Species,10620,,4.94,70,,1226,1840
346635851,Photo,Pink-headed Warbler,Cardellina versicolor,,Ana Paula Oxom,2021-05-30,2021,5,30,621,Guatemala,GT-QZ,Quetzaltenango,,Volcán Chicabal--Laguna Chicabal,14.7885537,-91.6555882,Adult – 1,,Unspecified,"","",,,,,,,S89303571,"",,,,Conservative count. Seen and heard all along the trails.,Cardellina versicolor,pihwar1,Species,33809,,4.94,70,,3401,5102
196325711,Photo,Greater Sage-Grouse,Centrocercus urophasianus,,🦉Max Malmquist🦉,2019-12-31,2019,12,31,1406,United States,US-UT-033,Utah,Rich,Deseret Ranch,41.4350051,-111.1469650,"",,Unspecified,"","",,,,,,,S62821148,"",,,,,Centrocercus urophasianus,saggro,Species,1260,,4.94,70,,1710,2471
527839701,Photo,Turkey Vulture,Cathartes aura,,Brad Imhoff,2023-01-24,2023,1,24,1706,United States,US-OH-089,Ohio,Licking,Evergreen Hills Neighborhood,40.0920365,-82.4824430,"",,Unspecified,"","",,,,,,,S126870999,"",,,,The white vulture was among them!,Cathartes aura,turvul,Species,7624,,4.90,98,,2009,3012
608338280,Photo,Kangean Tit-Babbler,Mixornis prillwitzi,,Anonymous,2023-06-07,2023,6,7,1545,Indonesia,ID-JW-JI,Jawa,Jawa Timur,Ridgeline south of Banyu Pinang — Kangean Island,-6.8761090,115.3390950,"",,Unspecified,"","",,,,,,,S147990345,"",,,,"A group of at least 4 (maybe 5?) and a pair all responded enthusiastically to playback, as we must have been just about perfectly situated between these two territories. None were heard calling prior to our probing playback prompt.",Mixornis prillwitzi,gyctib3,Species,25466,,4.86,132,,1962,2802
340330381,Photo,Bobolink,Dolichonyx oryzivorus,,Matthew Plante,2021-05-19,2021,5,19,856,United States,US-OH-089,Ohio,Licking,Dawes Arboretum--Red Barn Area,39.9896165,-82.4122728,Adult Male – 1,,Unspecified,"","",,,,,,,S88562772,"",,,,,Dolichonyx oryzivorus,boboli,Species,33040,,4.97,63,,2545,3818
63885231,Photo,Common Eider (Northern),Somateria mollissima borealis,,Christoph Moning,2015-06-05,2015,6,5,1400,Svalbard,SJ-,Svalbard,,Longyearbyen,78.2233000,15.6465000,Adult Male,,Unspecified,"","",,,,,,,S23932195,"",,,,,Somateria mollissima,comeid3,Group,681,,4.97,63,,3082,4927
51357231,Photo,Blue Jay,Cyanocitta cristata,,Evan Lipton,2014-10-21,2014,10,21,1100,United States,US-MA-021,Massachusetts,Norfolk,"Houston Avenue Yard, Milton",42.2587206,-71.0919526,"",,Unspecified,"","",,,,,,,S20298402,"",,,,,Cyanocitta cristata,blujay,Species,20899,,4.92,83,,3142,4713
418447621,Photo,Green-tailed Sunbird (Doi Inthanon),Aethopyga nipalensis angkanensis,,Natthaphat Chotjuckdikul,2022-02-12,2022,2,12,1714,Thailand,TH-50,Chiang Mai,,Doi Inthanon NP--stupas,18.5524266,98.4796128,Adult Male – 1,Foraging or Eating,Unspecified,"","",,,,,,,S102475696,"",,,,,Aethopyga nipalensis,gntsun2,Group,30023,,4.93,82,Habitat,1364,2046
332761671,Photo,Yellow-throated Sparrow,Gymnoris xanthocollis,,Mehmet ertan Tiryaki,2021-05-02,2021,5,2,700,Türkiye,TR-27,Gaziantep,,Balaban Köyü,36.8108280,37.7690470,"",,Unspecified,"","",,,,,,,S86871578,"",,,,,Gymnoris xanthocollis,chspet1,Species,31106,,4.93,82,,1080,1920
328308641,Photo,Terek Sandpiper,Xenus cinereus,,Natthaphat Chotjuckdikul,2021-04-17,2021,4,17,801,Thailand,TH-82,Phangnga,,"Laem Pakarang IBA--""Coral Cape"" (Laem Pakarang)",8.7363361,98.2224028,"",Foraging or Eating,Unspecified,"","",,,,,,,S85713116,"",,,,,Xenus cinereus,tersan,Species,6089,,4.93,82,Habitat,1360,2040
310583981,Photo,Redhead,Aythya americana,,Matthew Plante,2021-02-22,2021,2,22,1121,United States,US-OH-089,Ohio,Licking,Buckeye Lake SP--North Shore,39.9322696,-82.4780355,"",,Unspecified,"","",,,,,,,S82178505,"",,,,,Aythya americana,redhea,Species,628,,4.93,82,,2540,5080
172245401,Photo,Tufted Puffin,Fratercula cirrhata,,Drew Beamer,2019-08-02,2019,8,2,805,United States,US-WA-031,Washington,Jefferson,Protection Island,48.1275273,-122.9284031,"",,Unspecified,"","",,,,,,,S58732869,"",,,,,Fratercula cirrhata,tufpuf,Species,6338,,4.89,101,,2185,3277
594776831,Photo,White-tailed Ptarmigan,Lagopus leucura,,Garrett Hughes,2023-07-16,2023,7,16,811,United States,US-WA-053,Washington,Pierce,Mount Rainier NP--Panorama Point,46.8020912,-121.7288543,"",,Unspecified,"","",,,,,,,S144788939,"",,,,"Ad with chicks walked right up to us after crouching down behind boulders, pics tba.",Lagopus leucura,whtpta1,Species,1291,,4.95,66,,3220,5725
459763131,Photo,Magellanic Penguin,Spheniscus magellanicus,,Dorian Anderson,2022-01-03,2022,1,3,800,Chile,CL-MA-PUN,Magallanes,Punta Arenas,MN Los Pingüinos--Isla Magdalena,-52.9202367,-70.5759573,"",,Unspecified,"","",,,,,,,S100035275,"",,,,Hella. Just putting in a large-ish number even though we know there are many more on the island.,Spheniscus magellanicus,magpen1,Species,6799,,4.95,66,,2881,2305
399857531,Photo,Mallee Emuwren,Stipiturus mallee,,Cary Lewis,2021-12-27,2021,12,27,1750,Australia,AU-VIC-MIL,Victoria,Mildura,Hattah-Kulkyne National Park--Nowingi Track at Old Calder Hwy,-34.6942000,142.2707100,"",,Unspecified,"","",,,,,,,S99534641,"",,,,,Stipiturus mallee,malemu1,Species,17313,,4.95,66,,2093,3139
395243381,Photo,Afghan Babbler,Argya huttoni,,Emin Yogurtcuoglu,2021-12-11,2021,12,11,1510,Iran,IR-10,Khuzestan,,Landfill of Ahvaz,31.2942030,48.8887870,"",,Unspecified,"","",,,,,,,S98731976,"",,,,,Argya huttoni,combab1,Species,26182,,4.95,66,,1535,2306
369879481,Photo,Western Sandpiper,Calidris mauri,,Blair Dudeck,2021-09-13,2021,9,13,821,Canada,CA-BC-CP,British Columbia,Capital,Island View Beach,48.5751003,-123.3681107,"",,Unspecified,"","",,,,,,,S94614209,"",,,,,Calidris mauri,wessan,Species,6192,,4.95,66,,2339,3742
216012631,Photo,Red-legged Cormorant,Poikilocarbo gaimardi,,Daniel López-Velasco | Ornis Birding Expeditions,2019-10-12,2019,10,12,0,Chile,CL-TA-IQU,Tarapacá,Iquique,Iquique--Puerto,-20.2085545,-70.1513180,"",,Unspecified,"","",,,,,,,S65890450,"",,,,,Poikilocarbo gaimardi,relcor1,Species,7215,,4.95,66,,1200,1800
85701561,Photo,American Coot,Fulica americana,,Scott Martin,2016-01-27,2016,1,27,730,United States,US-TX-355,Texas,Nueces,Leonabelle Turnbull Birding Ctr. (CTC 057),27.8275297,-97.0789558,"",,Unspecified,"","",,,,,,,S42686911,"",,,,,Fulica americana,y00475,Species,5474,,4.95,66,,1375,2200
425453351,Photo,Red-breasted Merganser,Mergus serrator,,Rob Mikulec,2022-03-14,2022,3,14,1600,Canada,CA-ON-HT,Ontario,Halton,Burlington--LaSalle Park/Marina,43.3022040,-79.8444060,"",,Unspecified,"","",,,,,,,S104882576,"",,,,,Mergus serrator,rebmer,Species,728,,4.90,92,,4160,6183
198033701,Photo,Eurasian Kestrel,Falco tinnunculus,,Sriram Reddy,2020-01-07,2020,1,7,645,India,IN-TS-RA,Telangana,Ranga Reddy,Osman Sagar Lake,17.3670700,78.3182453,"",,Unspecified,"","",,,,,,,S63120257,"",,,,,Falco tinnunculus,eurkes,Species,11757,,4.89,109,,1546,2319
290023681,Photo,American Robin,Turdus migratorius,,Mason Maron,2020-12-20,2020,12,20,1006,United States,US-WA-033,Washington,King,Old Maron Residence,47.5448459,-122.1207831,"",Foraging or Eating,Unspecified,"","",,,,,,,S77786760,"",,,Feeding on Hawthorn berries with a mixed flock of American Robin and Varied Thrush,,Turdus migratorius,amerob,Species,28096,,4.86,123,"",2694,4041
579218561,Photo,Fiery-throated Hummingbird,Panterpe insignis,,Deborah Bifulco,2023-05-16,2023,5,16,1130,Costa Rica,CR-SJ,San José,,Paraiso Quetzal Lodge - Km 70,9.6439904,-83.8508380,"Adult Female – 1; Adult Male – 1","Courtship, Display, or Copulation",Unspecified,"","",,,,,,,S139894768,"",,,,,Panterpe insignis,fithum1,Species,4711,,4.97,62,"",2615,3930
550428001,Photo,Marbled Godwit,Limosa fedoa,,Dorian Anderson,2022-11-09,2022,11,9,0,United States,US-TX-061,Texas,Cameron,South Padre Is.--Bay Access mudflats N. of Conv Ctr.,26.1433867,-97.1741874,Adult – 1,,Unspecified,"","",,,,,,,S132010698,"",,,,,Limosa fedoa,margod,Species,6018,,4.97,62,,3475,5212
499126091,Photo,Blue-headed Vireo,Vireo solitarius,,Matt Felperin,2021-10-24,2021,10,24,1045,United States,US-NC-175,North Carolina,Transylvania,Mt. Pisgah Inn,35.4032181,-82.7541304,"",,Unspecified,"","",,,,,,,S121588818,"",,,,,Vireo solitarius,buhvir,Species,18873,,4.97,62,,2059,3085
422133261,Photo,White-rumped Swift,Apus caffer,,Doug Gochfeld,2021-12-03,2021,12,3,1230,Uganda,UG-W,Western,,"Auto selected -0.75869, 29.81833",-0.7586860,29.8183260,"",Flying,Unspecified,"","",,,,,,,S104181516,"",,,,,Apus caffer,whrswi1,Species,4129,,4.97,62,"",2001,3001
372314341,Photo,White-plumed Honeyeater,Ptilotula penicillata,,Zebedee Muller,2021-09-24,2021,9,24,750,Australia,AU-VIC-MOR,Victoria,Merri-bek,Brunswick Train Station,-37.7676910,144.9596230,"",,Unspecified,"","",,,,,,,S95084324,"",,,,,Ptilotula penicillata,whphon1,Species,17557,,4.97,62,,2667,3643
263462381,Photo,Golden Eagle,Aquila chrysaetos,,Lars Petersson | My World of Bird Photography,2013-01-14,2013,1,14,0,Sweden,SE-F,Jönköpings län [SE-06],,"Store Mosse National Park (57.2696, 13.916)",57.2696000,13.9160000,"",Flying,Unspecified,"","",,,,,,,S65188544,"",,,"Golden Eagle in 11th CY. This individual is the male in the breeding pair in the area, and has an unusually reddish plumage. It was first observed in 2006 in its 4th CY, and is still present and reproducing (2020). Individual from winter feeding project, where birds are often monitored for several years.",IBC scientific name: Aquila chrysaetos chrysaetos.,Aquila chrysaetos,goleag,Species,7875,,4.97,62,"",1200,1920
214967371,Photo,Common Ostrich,Struthio camelus,,Niall D Perrins,2020-01-27,2020,1,27,929,South Africa,ZA-MP,Mpumalanga,,Kruger NP--Trichardt Rd,-24.5756069,31.9616696,Adult Female – 1,,Unspecified,"","",,,,,,,S64622527,"",,,,,Struthio camelus,ostric2,Species,2,,4.97,62,,1125,1688
89854171,Photo,Bee Hummingbird,Mellisuga helenae,,Christoph Moning,2018-03-05,2018,3,5,1241,Cuba,CU-04,Matanzas,,Bee Hummingbird Garden,22.3261693,-81.1833681,Adult Male,,Unspecified,"","",,,,,,,S43533669,"",,,,,Mellisuga helenae,beehum1,Species,4786,,4.97,62,,2519,4033
65580231,Photo,Stilt Sandpiper,Calidris himantopus,,Alex Lamoreaux,2017-07-11,2017,7,11,1100,United States,US-AK-185,Alaska,North Slope Borough,Arctic NWR--Canning River Delta,70.1179003,-145.8491179,Adult – 1,,Unspecified,"","",,,,,,,S38095383,"",,,,Adult and chick,Calidris himantopus,stisan,Species,6147,,4.97,62,,2917,4372
33106641,Photo,"Blakiston's Fish-Owl",Ketupa blakistoni,,Andrew Spencer,,,,,,Japan,JP-01-179,Hokkaido,Rausu,,,,Adult,Carrying Food,Unspecified,"","",,,,,,,,"",,,,,Ketupa blakistoni,blfowl1,Species,8761,,4.97,62,"",3060,4440
