ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
174476071,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Michael Dolfay,2019-08-28,2019,8,28,723,United States,US-WA-007,Washington,Chelan,"1741 Canyon Crest Dr, Wenatchee US-WA (47.4135,-120.3458)",47.4135220,-120.3457770,Juvenile,,Unspecified,"","",,,,,,,S59329297,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.83,6,,891,953
511421851,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Sasha Cahill,2022-09-25,2022,9,25,800,United States,US-CA-023,California,Humboldt,Arcata Bottoms--Foster Ave. to Polaris Ln.,40.8825336,-124.1058326,Adult – 2,,Unspecified,"","",,,,,,,S119432632,"",,,"Leucistic bird; 1/500 ISO 320 F/5.6",Including one apparently leucistic bird near the dairy farm,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,1871,2806
211331021,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Derek Hudgins,2020-02-14,2020,2,14,1507,France,FR-OCC-65,Occitanie,Hautes-Pyrénées,Lourdes (ville),43.0916513,-0.0458792,Adult – 1,,Unspecified,"","",,,,,,,S64471156,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,1724,2586
205863371,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,A Emmerson,2015-11-11,2015,11,11,0,Sri Lanka,LK-33-004,Hambantota,Hambantota,Bundala NP (General),6.1885980,81.2200356,Adult – 1,,Unspecified,"","",,IBC1106091,,,,,S65182878,"",,,"An adult in a tree. Elevation: 1 m. Date added to IBC: June 22, 2016.",IBC scientific name: Streptopelia decaocto.,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,825,1200
205090841,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Georges Olioso,2005-07-03,2005,7,3,0,France,FR-OCC-11,Occitanie,Aude,"Port la Nouvelle (43.0237, 3.0425)",43.0237000,3.0425000,"","Courtship, Display, or Copulation",Unspecified,"","",,IBC984328,,,,,S65091804,"",,,"pair displaying. Elevation: 5 m. Date added to IBC: June 21, 2016.",IBC scientific name: Streptopelia decaocto.,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,"",477,900
205090821,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Georges Olioso,2009-06-03,2009,6,3,0,France,FR-OCC-11,Occitanie,Aude,"Port la Nouvelle (43.0237, 3.0425)",43.0237000,3.0425000,"","Courtship, Display, or Copulation; Flying",Unspecified,"","",,IBC984326,,,,,S65092580,"",,,"a male displaying in flight. Elevation: 5 m. Date added to IBC: June 21, 2016.",IBC scientific name: Streptopelia decaocto.,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,"",617,900
205089941,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Georges Olioso,2014-09-10,2014,9,10,0,France,FR-OCC-11,Occitanie,Aude,"France11, Port-la-Nouvelle, entité générale",43.0200233,3.0462784,"",,Unspecified,"","",,IBC1065926,,,,,S65093108,"",,,"An adult with a 1st year. Elevation: 6 m. Date added to IBC: June 21, 2016.",IBC scientific name: Streptopelia decaocto.,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,1125,1500
205089911,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Georges Olioso,2014-02-23,2014,2,23,0,France,FR-OCC-11,Occitanie,Aude,"Port la Nouvelle (43.022, 3.042)",43.0220000,3.0420000,"","Courtship, Display, or Copulation",Unspecified,"","",,IBC1049326,,,,,S65093027,"",,,"Pair displaying. Elevation: 6 m. Date added to IBC: June 21, 2016.",IBC scientific name: Streptopelia decaocto.,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,"",1135,1541
205088771,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Georges Olioso,2011-05-13,2011,5,13,0,France,FR-OCC-11,Occitanie,Aude,"Port la Nouvelle (43.0214, 3.0426)",43.0214000,3.0426000,"",,Unspecified,"","",,IBC979573,,,,,S65092790,"",,,"leucistic adult. Elevation: 6 m. Date added to IBC: June 21, 2016.",IBC scientific name: Streptopelia decaocto.,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,529,900
205017971,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Eric Francois Roualet,2016-02-21,2016,2,21,0,Norway,NO-03,Oslo,,Ullevål Hageby og Harald Hals Park,59.9438064,10.7343733,Unknown – 1,,Unspecified,"","",,IBC1461761,,,,,S65089103,"",,,"A bird in a tree. Elevation: 12 m. Date added to IBC: January 30, 2018.",IBC scientific name: Streptopelia decaocto.,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,906,1280
204910881,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Georges Olioso,2007-07-17,2007,7,17,0,France,FR-OCC-11,Occitanie,Aude,"Port la Nouvelle (43.0237, 3.0425)",43.0237000,3.0425000,"","Courtship, Display, or Copulation",Unspecified,"","",,IBC944724,,,,,S65092149,"",,,"pair displaying. Elevation: 5 m. Date added to IBC: June 21, 2016.",IBC scientific name: Streptopelia decaocto.,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,"",675,900
204544921,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Erik Breden,2009-07-31,2009,7,31,0,United States,US-TX-003,Texas,Andrews,Andrews,32.3217000,-102.5510000,"",,Unspecified,"","",,IBC960615,,,,,S64983957,"",,,"Overhead on a wire. Elevation: 971 m. Date added to IBC: June 21, 2016.",IBC scientific name: Streptopelia decaocto.,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,621,800
204136711,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Simon Steiger,2017-05-19,2017,5,19,0,Germany,DE-RP-RP,Rheinland-Pfalz,Rhein-Pfalz-Kreis,Kindergarten St. Marien,49.2843567,8.4024270,"",,Unspecified,"","",,IBC1376749,,,,,S64963901,"",,,"Waiting for the rain to stop. Elevation: 117 m. Date added to IBC: May 19, 2017.",IBC scientific name: Streptopelia decaocto.,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,1666,2500
160674951,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Daniel S.,2019-05-21,2019,5,21,507,United States,US-AZ-013,Arizona,Maricopa,Desert Botanical Garden,33.4618165,-111.9436349,Adult,,Unspecified,"","",,,,,,,S56572764,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,3272,4090
80567371,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Paul Heitmann,2017-12-30,2017,12,30,800,Bahamas,BS-NP,New Providence,,Lakeview Drive Ponds,25.0825381,-77.3143315,"",,Unspecified,"","",,,,,,,S41481536,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,3456,5184
359306051,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Vishnu Vinod,2021-08-06,2021,8,6,700,United Arab Emirates,AE-DU,Dubai,,Al Marmoom DCR--Long Expo Lakes,24.8400550,55.3443340,Adult – 1,,Unspecified,"","",,,,,,,S92828227,"",,,,"100-300 present, also observed a few juveniles, a dead bird and an albino.",Streptopelia decaocto,eucdov,Species,2051,,4.00,6,,5184,3456
422580821,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Baxter Beamer,2022-02-26,2022,2,26,1633,United States,US-VA-121,Virginia,Montgomery,EUCD Paradise,37.2033360,-80.4843150,"",,Unspecified,"","",,,,,,,S103780498,"",,,,Fine specimen,Streptopelia decaocto,eucdov,Species,2051,,3.67,6,,2062,3093
205604021,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Chun Fai LO,2018-11-04,2018,11,4,0,Hong Kong,HK-,Hong Kong,,"Hong Kong (22.5066, 114.0666)",22.5066000,114.0666000,Adult – 1,,Unspecified,"","",,IBC1529769,,,,,S65108939,"",,,"adult. Elevation: 2 m. Date added to IBC: November 12, 2018.",IBC scientific name: Streptopelia decaocto.,Streptopelia decaocto,eucdov,Species,2051,,3.67,6,,2079,3118
80518171,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Jody Shugart,2018-01-04,2018,1,4,650,United States,US-LA-051,Louisiana,Jefferson,Bonnabel Boat Launch,30.0209490,-90.1426077,"",,Unspecified,"","",,,,,,,S41609436,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.67,6,,2272,3430
599523141,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Derek Hudgins,2023-06-22,2023,6,22,919,United States,US-TX-201,Texas,Harris,Katy Prairie--Paul Rushing/Chain of Lakes Park,29.9001122,-95.8138275,Adult – 1,,Unspecified,"","",,,,,,,S142353145,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.67,9,,2381,3572
62089561,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Rita Czek,2017-04-24,2017,4,24,630,United States,US-TX-245,Texas,Jefferson,Big Hill Lake,29.7510378,-94.2383804,Adult,,Unspecified,"","",,,,,,,S37840695,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.67,9,,322,434
104419671,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Andy Eckerson,2018-05-28,2018,5,28,1800,United Kingdom,GB-ENG-NYK,England,North Yorkshire,Yorkshire House,54.2663629,-2.0055531,Adult Male,,Unspecified,"","",,,,,,,S46188832,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.62,8,,1521,2299
528254831,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Tim Lenz,2023-01-23,2023,1,23,1430,United States,US-NM-019,New Mexico,Guadalupe,I-40 Pajarito Rest Area,35.0679310,-104.2387240,"",,Unspecified,"","",,,,,,,S126810412,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.25,4,,3463,2474
467491411,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Mu Sano,2022-07-15,2022,7,15,845,Spain,ES-CL-VD,Castilla y León,Valladolid,Simancas--Área general,41.5909610,-4.8293262,"",,Unspecified,"","",,,,,,,S115101482,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.25,4,,9000,6000
465999291,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Carlos Carmona,2022-07-09,2022,7,9,734,Spain,ES-AN-CO,Andalucía,Córdoba,Sierra de Santa Eufemia,38.6092351,-4.9149438,"",,Unspecified,"","",,,,,,,S114700515,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.25,4,,1549,2065
416257081,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,T B,2022-02-14,2022,2,14,835,United States,US-CO-041,Colorado,El Paso,Dirty Woman Park,39.0826307,-104.8718513,"",,Unspecified,"","",,,,,,,S102652536,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.25,4,,2448,3264
214900811,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Greg Cross,2020-03-11,2020,3,11,850,United States,US-CA-071,California,San Bernardino,Prado Regional Park,33.9463861,-117.6506138,"",,Unspecified,"","",,,,,,,S65696483,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.25,4,,2161,3110
193386521,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Esther M Key,2019-08-20,2019,8,20,1000,United States,US-OK-027,Oklahoma,Cleveland,CL - Talavera,35.2983494,-97.5205233,Adult – 1,Foraging or Eating,Unspecified,"","",,,,,,,S59412932,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.25,4,"",3456,4608
183647111,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Zsuzsanna Guba,2019-10-19,2019,10,19,1400,Hungary,HU-HB,Hajdú-Bihar,,Kösély fishponds and Eastern main canal--Hajdúszoboszló,47.4284357,21.3434744,Juvenile – 1,,Unspecified,"","",,,,,,,S60780316,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.25,4,,2610,3312
27303221,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Brian Sullivan,2007-06-18,2007,6,18,540,United States,US-CA-025,California,Imperial,Fig Lagoon,32.7640370,-115.7021713,Adult,,Unspecified,"","",,,,,,,S2990385,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.25,4,,2400,4000
444579411,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Mu Sano,2022-05-04,2022,5,4,1210,Spain,ES-CL-VD,Castilla y León,Valladolid,Simancas--Área general,41.5909610,-4.8293262,"Adult Female – 1; Adult Male – 1","Courtship, Display, or Copulation",Unspecified,"","",,,,,,,S108900781,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,5,"",6001,9000
163934491,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Jordan Broadhead,2019-03-03,2019,3,3,733,Puerto Rico,PR-QB,Quebradillas,,Parque Eugenio María de Hostos (Los Merenderos de Guajataca),18.4902182,-66.9504261,"",,Unspecified,"","",,,,,,,S53321075,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,5,,1850,2480
281888471,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Dan Cowell,2020-11-22,2020,11,22,751,United States,US-TX-041,Texas,Brazos,Allen Farm/Millican area (FM159),30.3974569,-96.2404060,"",,Unspecified,"","",,,,,,,S76539961,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.83,6,,,
60638031,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Steven Mlodinow,2017-06-06,2017,6,6,557,United States,US-CO-121,Colorado,Washington,Prewitt Reservoir SWA (Washington Co),40.4146305,-103.3787003,Adult,,Unspecified,"","",,,,,,,S37439047,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.50,12,,1329,2046
204446681,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Erkki Lehtovirta,2014-03-10,2014,3,10,0,Spain,ES-CN,Canarias,,"Arrecife (28.9572, -13.5618)",28.9572000,-13.5618000,"",,Unspecified,"","",,IBC1555634,,,,,S64954649,"",,,"Turkinkyyhky. Elevation: 4 m. Date added to IBC: January 18, 2019.",IBC scientific name: Streptopelia decaocto.,Streptopelia decaocto,eucdov,Species,2051,,3.67,6,,1024,1280
168272301,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Andrew Simon,2019-07-12,2019,7,12,1713,United States,US-MI-021,Michigan,Berrien,US-MI-Three Oaks-201 N Elm St - 41.8030x-86.6106,41.8030060,-86.6105700,"",,Unspecified,"","",,,,,,,S58126906,"",,,,Continuing,Streptopelia decaocto,eucdov,Species,2051,,3.67,6,,1807,2699
149977721,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Derek Sallmann,2019-04-05,2019,4,5,1550,United States,US-FL-099,Florida,Palm Beach,Bird Feeders near Apalachee Lane,26.8893737,-80.1103392,"","",Unspecified,"","",,,,,,,S54737615,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.67,6,No bird,3456,4608
203278771,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Julie Bowen,2020-01-16,2020,1,16,755,United States,US-AZ-013,Arizona,Maricopa,Riparian Preserve at Gilbert Water Ranch,33.3614502,-111.7339478,"",,Unspecified,"","",,,,,,,S63462839,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,3648,4599
169557731,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Kevin Smith,2019-07-14,2019,7,14,1100,France,FR-GES-52,Grand Est,Haute-Marne,Prauthoy,47.6810000,5.2930000,"",,Unspecified,"","",,,,,,,S58426283,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,675,900
169274441,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Caleb Helsel,2018-09-09,2018,9,9,0,United States,US-TX-265,Texas,Kerr,"Kerrville, TX",30.0628940,-99.1722857,Juvenile,,Unspecified,"","",,,,,,,S58377187,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,3456,4608
79725631,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Kenny Frisch,2002-06-10,2002,6,10,1800,United States,US-NY-055,New York,Monroe,Farm,43.3241474,-77.8601503,"",,Unspecified,"","",,,,,,,S8000059,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,459,800
76655491,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Petra Clayton,2017-11-28,2017,11,28,830,United States,US-CA-079,California,San Luis Obispo,"Garden St, Los Osos",35.3191268,-120.8502207,"",,Unspecified,"","",,,,,,,S40798478,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,2059,3259
63127331,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Peter Svensson,2017-07-11,2017,7,11,1150,United States,US-CA-087,California,Santa Cruz,Pajaro Dunes--Shorebirds Pond (restricted access),36.8732828,-121.8211710,"",,Unspecified,"","",,,,,,,S38093400,"",,,,"P (3), CF (1), CN (1)",Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,1234,1876
45375411,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Davida Kalina,2017-01-13,2017,1,13,1010,United States,US-IL-197,Illinois,Will,"De Paul Court, Romeoville",41.6421269,-88.0785791,"",,Unspecified,"","",,,,,,,S33657462,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,1921,2610
45225431,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Francisco Barroqueiro,2017-01-12,2017,1,12,834,Portugal,PT-12-CM,Portalegre,Campo Maior,ZPE Campo Maior--Ouguela,39.0906337,-7.0393181,"",,Unspecified,"","",,,,,,,S33625652,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,533,800
31142981,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Marlene Hart,2016-07-11,2016,7,11,1340,Canada,CA-ON-WL,Ontario,Wellington,Guelph Stephanie Drive ECDO stakeout,43.5211555,-80.2866547,"",,Unspecified,"","",,,,,,,S30651785,"",,,,"Continuing Bird seen by many observers at this location since July 9, 2016",Streptopelia decaocto,eucdov,Species,2051,,3.80,5,,1946,2403
611676319,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,James Mccoy,2023-11-28,2023,11,28,1547,United States,US-IA-103,Iowa,Johnson,"5001–5091 Taft Ave SE, Iowa City US-IA 41.56451, -91.46437",41.5645090,-91.4643670,"",,Unspecified,"","",,,,,,,S155398803,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,1819,3000
441997261,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Toni Pons,2022-04-30,2022,4,30,1035,Spain,ES-AN-JA,Andalucía,Jaén,Balsa De Cadimo - Jaén,37.8583423,-3.7165687,"",Vocalizing,Unspecified,"","",,,,,,,S108448699,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,Habitat,1165,1745
439184791,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Aaron Roberge,2022-04-14,2022,4,14,1700,Canada,CA-BC-CS,British Columbia,Columbia-Shuswap,Wharf Road,50.8997707,-119.4554322,Adult – 1,,Unspecified,"","",,,,,,,S107065841,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,1315,1973
358384001,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Peter Kaestner,2021-08-01,2021,8,1,1930,Germany,DE-HE-F1,Hessen,Frankfurt am Main (Kreisfreie Stadt),"Stresemannallee 51, Frankfurt am Main DE-Hesse (50.0949,8.6741)",50.0948620,8.6740790,"",Foraging or Eating,Unspecified,"","",,,,,,,S92614222,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,"",1971,2957
353637281,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Mu Sano,2021-07-10,2021,7,10,1900,Spain,ES-CL-BU,Castilla y León,Burgos,Comarca la Bureba--Reinoso,42.5072079,-3.3789182,"",,Unspecified,"","",,,,,,,S91556552,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,6000,9000
337771181,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Sue&Gary Milks,2021-05-05,2021,5,5,1336,Canada,CA-ON-OT,Ontario,Ottawa,"Ottawa--Shirley's Bay",45.3646900,-75.8830500,Adult – 1,,Unspecified,"","",,,,,,,S87181451,"",,,,"Large, pale dove with black ring around back of neck. Under wingtips black.",Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,1250,1749
334329681,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Michael Tate,2021-05-05,2021,5,5,1343,Canada,CA-ON-OT,Ontario,Ottawa,"Ottawa--Shirley's Bay",45.3646900,-75.8830500,"",,Unspecified,"","",,,,,,,S87198692,"",,,,"First county record, great find by Gerard Philips. Large  pale dove with black “collar” on neck. Square tail, black at base undertail. Photos. Heard distinctive “Coo” call",Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,1754,2338
329402741,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Francisco Picón Díaz,2021-04-23,2021,4,23,1256,Spain,ES-MC,"Murcia, Región de",,Lagunas Eloy Pérez-EDAR Cabezo Beaza,37.6374497,-0.9491501,"",,Unspecified,"","",,,,,,,S86181788,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,2736,2886
326908261,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Laura Packard,2021-04-16,2021,4,16,840,United States,US-FL-103,Florida,Pinellas,"Laura's yard",27.8074591,-82.6459076,"",,Unspecified,"","",,,,,,,S85651157,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,3456,4608
326349921,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Daniel Winzeler,2021-04-14,2021,4,14,840,Spain,ES-IB,Illes Baleares,,"Reserva Natural de l'Albufereta",39.8588006,3.0930966,"",,Unspecified,"","",,,,,,,S85502832,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,1840,2760
320478651,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Glenn Vakalala,2021-03-24,2021,3,24,1230,United States,US-ID-027,Idaho,Canyon,Lambert Dr.,43.5481699,-116.5584321,"",,Unspecified,"","",,,,,,,S84239363,"",,,,feeding below feeder,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,2160,3840
320478191,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Glenn Vakalala,2021-03-24,2021,3,24,1230,United States,US-ID-027,Idaho,Canyon,Lambert Dr.,43.5481699,-116.5584321,"",,Unspecified,"","",,,,,,,S84239363,"",,,,feeding below feeder,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,3672,4896
303908001,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Patrick Maurice,2021-01-18,2021,1,18,1057,United States,US-GA-127,Georgia,Glynn,Saint Simons Island--Pier,31.1341963,-81.3967073,"",,Unspecified,"","",,,,,,,S79486275,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,3158,4737
302149081,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Mu Sano,2020-04-01,2020,4,1,1245,Spain,ES-CL-VD,Castilla y León,Valladolid,Simancas--Área general,41.5909610,-4.8293262,"",,Unspecified,"","",,,,,,,S68183551,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,6000,9000
285996631,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Krishnamoorthy Muthirulan,2020-12-06,2020,12,6,1115,India,IN-TN-CO,Tamil Nadu,Coimbatore,"Kannampalayam Lake, Coimbatore",11.0021973,77.0946693,"",,Unspecified,"","",,,,,,,S77172184,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,3456,4608
255377431,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Rita Flohr,2020-08-09,2020,8,9,1900,United States,US-NE-079,Nebraska,Hall,residence,40.9288831,-98.3635461,"",,Unspecified,"","",,,,,,,S72385011,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,2052,3079
227539481,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Dave Elwood,2020-04-26,2020,4,26,1021,United States,US-MN-053,Minnesota,Hennepin,"22639–22897 Strehler Rd, Corcoran US-MN 45.10907, -93.61625",45.1090690,-93.6162480,"",,Unspecified,"","",,,,,,,S67837169,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,3888,5184
212483781,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Diana Spangler,2020-02-29,2020,2,29,711,United States,US-AZ-013,Arizona,Maricopa,Riparian Preserve at Gilbert Water Ranch,33.3614502,-111.7339478,"",,Unspecified,"","",,,,,,,S65280897,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,3122,3873
198598731,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Sebastián Pardo,2020-01-10,2020,1,10,1415,Canada,CA-NS-AP,Nova Scotia,Annapolis,Melvern Square,44.9876990,-64.9995510,"","",Unspecified,"","",,,,,,,S63258019,"",,,,Continuing. Photos to follow,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,Multiple species,2884,3845
196751541,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Matthew Thompson,2020-01-02,2020,1,2,1053,United States,US-WI-093,Wisconsin,Pierce,Freedom Park (Prescott),44.7423135,-92.7905488,"",,Unspecified,"","",,,,,,,S62914830,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,2930,3941
195504031,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,kas dumroese,2019-12-27,2019,12,27,815,United States,US-ID-001,Idaho,Ada,"505 Bitteroot Drive, Boise, Idaho, US (43.6, -116.279)",43.5999053,-116.2789205,Adult – 1,,Unspecified,"","",,,,,,,S62669846,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,1632,2417
191960351,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Todd Mitchell,2019-12-07,2019,12,7,1220,United States,US-IA-191,Iowa,Winneshiek,Lake Meyer Park,43.1717249,-91.9085312,"",,Unspecified,"","",,,,,,,S62117845,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,1815,3316
176316071,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Filipe Canário,2019-08-26,2019,8,26,819,Romania,RO-TL,Tulcea,,Mahmudia,45.0906848,29.0860054,"",,Unspecified,"","",,,,,,,S59270000,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,1900,2533
169274431,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Caleb Helsel,2018-09-09,2018,9,9,0,United States,US-TX-265,Texas,Kerr,"Kerrville, TX",30.0628940,-99.1722857,Juvenile,,Unspecified,"","",,,,,,,S58377187,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,3456,4608
165804111,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Ed Dunn,2019-06-25,2019,6,25,605,United States,US-AZ-019,Arizona,Pima,Canoa Ranch Conservation Park,31.7948045,-111.0156226,"",,Unspecified,"","",,,,,,,S57684413,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,3117,4608
161962281,Photo,Eurasian Collared-Dove,Streptopelia decaocto,,Natalia Ivashova,2019-05-31,2019,5,31,1915,Cyprus,CY-03,Larnaka,,Oroklini Lake (Λίμνη Ορόκλινης),34.9670376,33.6541700,"",,Unspecified,"","",,,,,,,S56937812,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,4.00,4,,811,811
